evid;dt;opid;dispid;rsname;mcssn;mcsname;msuid;msuname;grpname;typeid;direction;statusid;description;duration;notRead;recorded;media;extdispid;soundfile;trgid;trgname;grpid;loneworker;addInfo;sourceid;userName;source_name;target_name;source_uid;target_uid;channel_id;is_server_event
128851;2025-04-19 12:10:11.367;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (34562سيارة التدخل بفوج نعسان);3;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;34562سيارة التدخل بفوج نعسان;All Call;dmr:11105033@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128852;2025-04-19 12:10:14.487;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (قاعة عمليات منطقة المنيهلة);8;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات منطقة المنيهلة;All Call;dmr:11092017@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128853;2025-04-19 12:10:24.397;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;;0;0;1;Tunis (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;امن عمومي المنيهلة;VOIX TUNIS;dmr:11092003@subscribers.global;dmr:6505@subscribers.global;17826016;0
128854;2025-04-19 12:10:24.397;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (امن عمومي المنيهلة);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;امن عمومي المنيهلة;All Call;dmr:11092003@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128855;2025-04-19 12:10:25.250;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (34562سيارة التدخل بفوج نعسان);2;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;34562سيارة التدخل بفوج نعسان;All Call;dmr:11105033@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128856;2025-04-19 12:10:31.543;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (امن عمومي المنيهلة);3;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;امن عمومي المنيهلة;All Call;dmr:11092003@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128857;2025-04-19 12:10:38.367;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (امن عمومي المنيهلة);4;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;امن عمومي المنيهلة;All Call;dmr:11092003@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128858;2025-04-19 12:10:42.867;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (قاعة عمليات منطقة المنيهلة);2;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات منطقة المنيهلة;All Call;dmr:11092017@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128859;2025-04-19 12:10:45.387;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (امن عمومي المنيهلة);4;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;امن عمومي المنيهلة;All Call;dmr:11092003@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128860;2025-04-19 12:10:49.427;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (قاعة عمليات منطقة المنيهلة);2;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات منطقة المنيهلة;All Call;dmr:11092017@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128861;2025-04-19 12:10:51.933;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (امن عمومي المنيهلة);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;امن عمومي المنيهلة;All Call;dmr:11092003@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128862;2025-04-19 12:11:11.003;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;;0;0;1;Tunis (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;فرقة الابحاث و التفتيش المنيهلة;VOIX TUNIS;dmr:11094003@subscribers.global;dmr:6505@subscribers.global;17826016;0
128863;2025-04-19 12:11:11.003;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (فرقة الابحاث و التفتيش المنيهلة);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;فرقة الابحاث و التفتيش المنيهلة;All Call;dmr:11094003@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128864;2025-04-19 12:11:11.743;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (فرقة الابحاث و التفتيش المنيهلة);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;فرقة الابحاث و التفتيش المنيهلة;All Call;dmr:11094003@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128865;2025-04-19 12:11:12.567;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (فرقة الابحاث و التفتيش المنيهلة);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;فرقة الابحاث و التفتيش المنيهلة;All Call;dmr:11094003@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128866;2025-04-19 12:11:15.510;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (فرقة الابحاث و التفتيش المنيهلة);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;فرقة الابحاث و التفتيش المنيهلة;All Call;dmr:11094003@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128867;2025-04-19 12:11:41.687;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;;0;0;2;Tunis (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;سيارة مركز مرور حدائق المنزه33275;VOIX TUNIS;dmr:11083008@subscribers.global;dmr:6505@subscribers.global;17826016;0
128868;2025-04-19 12:11:56.670;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;;0;0;2;Tunis (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;مركز مرور نونس;VOIX TUNIS;dmr:11023000@subscribers.global;dmr:6505@subscribers.global;17826016;0
128869;2025-04-19 12:12:56.710;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;;0;0;2;Tunis (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;امن عمومي سيدي ثابت;VOIX TUNIS;dmr:11062003@subscribers.global;dmr:6505@subscribers.global;17826016;0
128870;2025-04-19 12:14:41.827;1;bc0599df84a340d6a428da8322e22082;Central;511TSD0640;VOIX HAWARIA;NULL;NULL;;0;0;2;Canal 1 (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;سيارة امن عمومي دار علوش31047;VOIX HAWARIA;dmr:11202066@subscribers.global;dmr:16448250@subscribers.global;28311776;0
128871;2025-04-19 12:15:19.500;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;;0;0;1;Tunis (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;مركز مرور أريانة;VOIX TUNIS;dmr:11063004@subscribers.global;dmr:6505@subscribers.global;17826016;0
128872;2025-04-19 12:16:45.020;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (قاعة عمليات منطقة المنيهلة);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات منطقة المنيهلة;All Call;dmr:11092017@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128873;2025-04-19 12:17:23.233;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (سيارة فوج التدخل المركزي 27139);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;سيارة فوج التدخل المركزي 27139;All Call;dmr:11003043@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128874;2025-04-19 12:18:16.997;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (فرقة الطريق العمومي المنيهلة);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;فرقة الطريق العمومي المنيهلة;All Call;dmr:11092009@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128875;2025-04-19 12:18:27.437;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (فرقة الطريق العمومي المنيهلة);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;فرقة الطريق العمومي المنيهلة;All Call;dmr:11092009@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128876;2025-04-19 12:18:30.430;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (فرقة الطريق العمومي المنيهلة);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;فرقة الطريق العمومي المنيهلة;All Call;dmr:11092009@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128877;2025-04-19 12:18:53.590;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (فرقة الطريق العمومي المنيهلة);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;فرقة الطريق العمومي المنيهلة;All Call;dmr:11092009@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128878;2025-04-19 12:21:30.080;1;bc0599df84a340d6a428da8322e22082;Central;511TSD0640;VOIX HAWARIA;NULL;NULL;;0;0;3;Canal 1 (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;مركز أمن عمومي دار علوش;VOIX HAWARIA;dmr:11202050@subscribers.global;dmr:16448250@subscribers.global;28311776;0
128879;2025-04-19 12:26:47.453;1;bc0599df84a340d6a428da8322e22082;Central;511TSD0640;VOIX HAWARIA;NULL;NULL;;0;0;2;Canal 1 (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;1205023;VOIX HAWARIA;dmr:1205023@subscribers.global;dmr:16448250@subscribers.global;28311776;0
128880;2025-04-19 12:27:57.067;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (قاعة عمليات منطقة المنيهلة);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات منطقة المنيهلة;All Call;dmr:11092017@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128881;2025-04-19 12:29:26.690;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (مركز مرور أريانة);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;مركز مرور أريانة;All Call;dmr:11063004@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128882;2025-04-19 12:29:28.553;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (مركز مرور أريانة);4;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;مركز مرور أريانة;All Call;dmr:11063004@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128883;2025-04-19 12:29:39.710;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (مركز مرور أريانة);2;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;مركز مرور أريانة;All Call;dmr:11063004@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128884;2025-04-19 12:31:11.570;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (مركز امن عمومي قنطرة بنزرت);5;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;مركز امن عمومي قنطرة بنزرت;All Call;dmr:11062022@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128885;2025-04-19 12:31:18.290;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (مركز مرور المنيهلة);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;مركز مرور المنيهلة;All Call;dmr:11093011@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128886;2025-04-19 12:31:20.930;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (مركز امن عمومي قنطرة بنزرت);3;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;مركز امن عمومي قنطرة بنزرت;All Call;dmr:11062022@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128887;2025-04-19 12:31:56.380;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (قاعة عمليات منطقة اريانة);2;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات منطقة اريانة;All Call;dmr:11062001@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128888;2025-04-19 12:31:59.803;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (مركز امن عمومي قنطرة بنزرت);6;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;مركز امن عمومي قنطرة بنزرت;All Call;dmr:11062022@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128889;2025-04-19 12:32:07.090;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (قاعة عمليات منطقة اريانة);3;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات منطقة اريانة;All Call;dmr:11062001@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128890;2025-04-19 12:32:18.943;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (مركز مرور حدائق المنيهلة);3;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;مركز مرور حدائق المنيهلة;All Call;dmr:11093010@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128891;2025-04-19 12:32:21.763;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (قاعة عمليات منطقة المنيهلة);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات منطقة المنيهلة;All Call;dmr:11092017@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128892;2025-04-19 12:32:23.143;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (قاعة عمليات منطقة المنيهلة);3;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات منطقة المنيهلة;All Call;dmr:11092017@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128893;2025-04-19 12:32:26.103;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (مركز مرور حدائق المنيهلة);5;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;مركز مرور حدائق المنيهلة;All Call;dmr:11093010@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128894;2025-04-19 12:32:31.063;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (قاعة عمليات منطقة المنيهلة);2;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات منطقة المنيهلة;All Call;dmr:11092017@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128895;2025-04-19 12:32:38.563;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;;0;0;1;Tunis (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;مركز أمن عمومي الصنهاجي;VOIX TUNIS;dmr:11092027@subscribers.global;dmr:6505@subscribers.global;17826016;0
128896;2025-04-19 12:32:38.680;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (فرقة الطريق العمومي المنيهلة);4;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;فرقة الطريق العمومي المنيهلة;All Call;dmr:11092009@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128897;2025-04-19 12:32:55.420;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (فرقة الطريق العمومي المنيهلة);3;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;فرقة الطريق العمومي المنيهلة;All Call;dmr:11092009@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128898;2025-04-19 12:32:58.127;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (قاعة عمليات منطقة المنيهلة);3;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات منطقة المنيهلة;All Call;dmr:11092017@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128899;2025-04-19 12:33:01.903;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (فرقة الطريق العمومي المنيهلة);10;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;فرقة الطريق العمومي المنيهلة;All Call;dmr:11092009@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128900;2025-04-19 12:33:13.060;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (قاعة عمليات منطقة المنيهلة);2;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات منطقة المنيهلة;All Call;dmr:11092017@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128901;2025-04-19 12:33:17.017;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (فرقة الطريق العمومي المنيهلة);2;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;فرقة الطريق العمومي المنيهلة;All Call;dmr:11092009@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128902;2025-04-19 12:33:19.423;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (قاعة عمليات منطقة المنيهلة);3;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات منطقة المنيهلة;All Call;dmr:11092017@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128903;2025-04-19 12:33:22.663;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (فرقة الطريق العمومي المنيهلة);8;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;فرقة الطريق العمومي المنيهلة;All Call;dmr:11092009@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128904;2025-04-19 12:33:41.317;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (قاعة عمليات منطقة المنيهلة);3;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات منطقة المنيهلة;All Call;dmr:11092017@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128905;2025-04-19 12:33:44.917;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (فرقة الطريق العمومي المنيهلة);12;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;فرقة الطريق العمومي المنيهلة;All Call;dmr:11092009@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128906;2025-04-19 12:33:58.240;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (قاعة عمليات منطقة المنيهلة);3;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات منطقة المنيهلة;All Call;dmr:11092017@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128907;2025-04-19 12:34:01.237;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (فرقة الطريق العمومي المنيهلة);6;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;فرقة الطريق العمومي المنيهلة;All Call;dmr:11092009@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128908;2025-04-19 12:34:08.680;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (قاعة عمليات منطقة المنيهلة);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات منطقة المنيهلة;All Call;dmr:11092017@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128909;2025-04-19 12:34:09.947;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (قاعة عمليات منطقة المنيهلة);2;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات منطقة المنيهلة;All Call;dmr:11092017@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128910;2025-04-19 12:36:55.713;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (مركز أمن عمومي الصنهاجي);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;مركز أمن عمومي الصنهاجي;All Call;dmr:11092025@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128911;2025-04-19 12:37:02.487;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (مركز أمن عمومي الصنهاجي);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;مركز أمن عمومي الصنهاجي;All Call;dmr:11092025@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128912;2025-04-19 12:39:46.957;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;;0;0;3;Tunis (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;مركز أمن عمومي الصنهاجي;VOIX TUNIS;dmr:11092027@subscribers.global;dmr:6505@subscribers.global;17826016;0
